Payer,Payment Date,NPI,Payment Number,Amount,Claim Count
UMR USNAS,2/11/2021,1366479099,607041620,$23.44 ,1
UMR GARNEY HOLDING COMPANY,2/11/2021,1366479099,607042263,$50.08 ,3
UHC NTCA GROUP HEALTH PROGRAM,2/11/2021,1366479099,607042266,$74.15 ,1
UMR,2/11/2021,1366479099,607042267,"$1,429.62 ",53
UMR SUTTERSELECT,2/11/2021,1366479099,607042258,"$4,402.12 ",153
UMR COMPASS ROSE BENEFITS GROUP,2/11/2021,1366479099,607040980,$15.69 ,1
UnitedHealthcare,2/11/2021,1366479099,1TR76671107,$0.00 ,1
UHC Community Plan of CA Dual,2/11/2021,1104016088,2.02E+14,$348.91 ,9
AMERICAN HOME ASSURANCE COMPANY,2/11/2021,,607473399,$0.00 ,1
UHC Benefits Plan of CA,2/11/2021,1366479099,1SW10340392,"$1,146.46 ",22
UnitedHealthcare,2/11/2021,1366479099,1TR76671113,$0.00 ,1
Oxford Health Insurance Inc,2/11/2021,1366479099,12163893,$100.00 ,10
UHIC,2/11/2021,1104016088,2.02E+14,$0.00 ,8
UHC Community Plan of NY,2/11/2021,1104016088,2.02E+14,$100.00 ,1
UNITED BEHAVIORAL HEALTH,2/11/2021,1366479099,1607389094,$0.00 ,2
UnitedHealthcare,2/11/2021,1366479099,1TR76783612,"$1,192.44 ",80
UnitedHealthcare,2/11/2021,1366479099,1TR76671108,$0.00 ,1
UnitedHealthcare,2/11/2021,1366479099,1TR76669842,$0.00 ,1
UnitedHealthcare,2/11/2021,1366479099,1TR76669841,$0.00 ,1
UHC Community Plan of AZ Acute DD,2/11/2021,1104016088,2.02E+14,$0.00 ,1
UnitedHealthcare,2/11/2021,1366479099,1607389093,$7.19 ,2
UnitedHealthcare,2/11/2021,1659390763,1607457493,$16.04 ,1
UHC Community Plan of WA,2/11/2021,1104016088,2.02E+14,$12.72 ,1
COVID19 HRSA Uninsured Treatment Fund,2/11/2021,1366479099,607470897,"$341,985.19 ",3622
UNITED BEHAVIORAL HEALTH,2/11/2021,1366479099,1607387240,$0.00 ,4
Medica,2/11/2021,1366479099,1607465322,$19.73 ,1
UHC Community Plan of CA Inc,2/11/2021,1104016088,2.02E+14,"$3,166.72 ",99
UMR,2/11/2021,1366479099,607042268,$0.00 ,5
UMR SUTTERSELECT,2/11/2021,1366479099,607042259,$0.00 ,4
UMR FAITH TECHNOLOGIES INC,2/11/2021,1366479099,607042262,$0.00 ,3
UHC Member Payment,2/11/2021,,10207218FF6D020,$12.08 ,1
UHC Member Payment,2/11/2021,,10205218B4C2020,$50.08 ,1
UHC Member Payment,2/11/2021,,1020721907BA020,$9.55 ,1
UHC Member Payment,2/11/2021,,1.02E+14,$61.88 ,1
UHC Member Payment,2/11/2021,,1020721908A6020,$13.78 ,1
UHC Member Payment,2/11/2021,,10207219054B020,$6.92 ,1
UHC Member Payment,2/11/2021,,10206218E1DE020,$70.10 ,1
UHC Member Payment,2/11/2021,,102082190F00020,$5.75 ,1
UHC Member Payment,2/11/2021,,10207218FF69020,$41.30 ,1
UHC Member Payment,2/11/2021,,102082192D63020,$9.84 ,1
UHC Member Payment,2/11/2021,,10206218E698020,$14.46 ,1
UHC Member Payment,2/11/2021,,1.02E+14,$5.55 ,1
UHC Member Payment,2/11/2021,,1.02E+14,$36.61 ,1
UHC Member Payment,2/11/2021,,102082190F01020,$3.04 ,1
UHC Member Payment,2/11/2021,,102082192D72020,$36.58 ,1
UHC Member Payment,2/11/2021,,1.02E+14,$25.04 ,1
UHC Member Payment,2/11/2021,,10206218E5E7020,$5.80 ,1
UHC Member Payment,2/11/2021,,1.02E+14,$9.72 ,1
UHC Member Payment,2/11/2021,,102082190F5C020,$17.69 ,1
UHC Member Payment,2/11/2021,,1020821928D4020,$9.14 ,1
UHC Member Payment,2/11/2021,,10205218C40B020,$14.85 ,1
UHC Member Payment,2/11/2021,,102072190C60020,$5.55 ,1
UHC Member Payment,2/11/2021,,10207219054C020,$34.81 ,1
UHC Member Payment,2/11/2021,,1.02E+30,$9.55 ,1
UHC Member Payment,2/11/2021,,1020721903FE020,$20.54 ,1
UHC Member Payment,2/11/2021,,1020821930F2020,$36.21 ,1
UHC Member Payment,2/11/2021,,10207218FF6C020,$18.42 ,1
UHC Member Payment,2/11/2021,,1020821928CD020,$6.31 ,1
UHC Member Payment,2/11/2021,,10206218E6F6020,$14.00 ,1
UHC Member Payment,2/11/2021,,10207218FAD0020,$4.90 ,1
UHC Member Payment,2/11/2021,,1020721908EE020,$11.99 ,1
UHC Member Payment,2/11/2021,,102082191BA5020,$46.44 ,1
UHC Member Payment,2/11/2021,,10206218E98C020,$6.15 ,1
UHC Member Payment,2/11/2021,,102082191AC8020,$9.86 ,1
UHC Member Payment,2/11/2021,,10207218FF6E020,$11.68 ,1
UHC Member Payment,2/11/2021,,10206218D8EC020,$14.16 ,1
UHC Member Payment,2/11/2021,,1.02E+14,$11.35 ,1
UHC Member Payment,2/11/2021,,1020721907AC020,$18.39 ,1
UHC Member Payment,2/11/2021,,102082190F5D020,$5.32 ,1
UHC Member Payment,2/11/2021,,102082192D54020,$42.25 ,1
UHC Member Payment,2/11/2021,,10206218E5E9020,$12.00 ,1
AARP Supplemental Health Plans insured by UnitedHealthcare,2/11/2021,1619913449,9607095948,$120.00 ,34
UnitedHealthcare Services,2/11/2021,1366479099,1N0000000118037,$0.00 ,1
UnitedHealthcare Services,2/11/2021,1366479099,1N0000000118037,$0.00 ,1
UnitedHealthcare Services,2/11/2021,1366479099,1N0000000118037,$0.00 ,1
UnitedHealthcare Services,2/11/2021,1366479099,1N0000000118037,$0.00 ,1
UnitedHealthcare Services,2/11/2021,1366479099,1N0000000118037,$0.00 ,1
AARP Supplemental Health Plans insured by UnitedHealthcare,2/11/2021,1659390763,9607089609,$84.98 ,6
AARP Supplemental Health Plans insured by UnitedHealthcare,2/11/2021,1861438608,9607099943,$0.00 ,1
UnitedHealthcare Services,2/11/2021,1366479099,1N0000000118037,$0.00 ,1
UnitedHealthcare Services,2/11/2021,1366479099,1N0000000118037,$0.00 ,1
UnitedHealthcare Services,2/11/2021,1366479099,1N0000000118037,$0.00 ,1
AARP Supplemental Health Plans insured by UnitedHealthcare,2/11/2021,1053785345,9607099489,$43.43 ,3
UnitedHealthcare Services,2/11/2021,1366479099,1N0000000118037,$0.00 ,1
AARP Supplemental Health Plans insured by UnitedHealthcare,2/11/2021,1366479099,9607088846,$0.00 ,31
AppleCare Medical Group,2/11/2021,1366479099,607508777,"$44,933.91 ",432
AppleCare Medical Group St Francis,2/11/2021,1366479099,607510047,$0.00 ,3
AppleCare Medical Group,2/11/2021,1366479099,607509531,$0.00 ,841
UnitedHealthcare Services,2/10/2021,1366479099,1E0000000079657,$37.08 ,1
UnitedHealthcare Services,2/10/2021,1366479099,1E0000000079651,$39.50 ,1
UnitedHealthcare Services,2/10/2021,1366479099,1E0000000079651,$3.38 ,1
United HealthCare Services Inc,2/10/2021,1366479099,1SG08706264,"$3,823.72 ",278
UHIC,2/10/2021,1104016088,2.02E+14,$100.00 ,1
UHC Community Plan of CA Dual,2/10/2021,1104016088,2.02E+14,$725.25 ,9
UHC Community Plan of CA Inc,2/10/2021,1104016088,2.02E+14,"$3,345.65 ",133
UHC Co of the River Valley Dual,2/10/2021,1104016088,2.02E+14,$166.08 ,1
UHC Community Plan of NY,2/10/2021,1104016088,2.02E+14,$138.23 ,2
UHC Member Payment,2/10/2021,,102042188F95020,$50.08 ,1
UHC Member Payment,2/10/2021,,10205218A9B5020,$69.74 ,1
UHC Member Payment,2/10/2021,,1.02E+14,$18.70 ,1
UHC Member Payment,2/10/2021,,102042188E0D020,$29.07 ,1
UHC Member Payment,2/10/2021,,10205218AB65020,$41.98 ,1
UHC Member Payment,2/10/2021,,102042188E08020,$6.16 ,1
AARP Supplemental Health Plans insured by UnitedHealthcare,2/10/2021,1053785345,9606618029,$71.86 ,1
AARP Supplemental Health Plans insured by UnitedHealthcare,2/10/2021,1659390763,9606613805,$801.47 ,25
AARP Supplemental Health Plans insured by UnitedHealthcare,2/10/2021,1619913449,9606616727,$120.00 ,11
UMR MOSES CONE HEALTH SYSTEM,2/10/2021,1366479099,606570169,$24.46 ,1
UMR NRECA,2/10/2021,1366479099,606570172,$8.01 ,1
UHC GOVERNMENT EMPLOYEES HEALTH ASSOC,2/10/2021,1366479099,606570175,$172.54 ,2
UMR NEXSTAR BROADCASTING INC,2/10/2021,1366479099,606570170,$217.97 ,11
UMR,2/10/2021,1366479099,606570177,"$1,121.87 ",40
UHC NTCA GROUP HEALTH PROGRAM,2/10/2021,1366479099,606570173,$82.26 ,4
UnitedHealthcare,2/10/2021,1366479099,606569570,$185.34 ,5
UMR LOST ARROW CORPORATION,2/10/2021,1366479099,606569568,$158.15 ,5
UMR STREMICKS HERITAGE FOODS LLC,2/10/2021,1366479099,606569569,$285.17 ,6
UMR VANIR CONSTRUCTION MANAGEMENT INC,2/10/2021,1366479099,606570171,$106.92 ,6
UHC Community Plan of AZ Acute DD,2/10/2021,1104016088,2.02E+14,$0.00 ,3
UnitedHealthcare Services,2/10/2021,1366479099,1N0000000117863,$0.00 ,1
UnitedHealthcare Services,2/10/2021,1366479099,1N0000000117863,$0.00 ,1
UnitedHealthcare Services,2/10/2021,1366479099,1N0000000117863,$0.00 ,1
UHC GOVERNMENT EMPLOYEES HEALTH ASSOC,2/10/2021,1366479099,606570176,$0.00 ,1
UMR,2/10/2021,1366479099,606570178,$0.00 ,10
UHC NTCA GROUP HEALTH PROGRAM,2/10/2021,1366479099,606570174,$0.00 ,2
UMR USNAS,2/10/2021,1366479099,606569571,$0.00 ,9
Golden Rule,2/10/2021,1366479099,1G02042105597,$0.00 ,1
UnitedHealthcare,2/10/2021,1366479099,1606768811,$0.00 ,22
Medica,2/10/2021,1366479099,1606820129,$739.09 ,12
AppleCare Medical Group St Francis,2/10/2021,1366479099,607055004,"$8,034.17 ",85
COVID19 HRSA Uninsured Treatment Fund,2/10/2021,1366479099,606823129,"$1,152,507.88 ",12115
UHC Member Payment,2/10/2021,,102042187FDB020,$53.39 ,1
UHC Member Payment,2/10/2021,,1.02E+14,$90.53 ,1
UHC Member Payment,2/10/2021,,10205218AB6A020,$52.99 ,1
UHC Member Payment,2/10/2021,,10205218A9B1020,$44.43 ,1
UHC Member Payment,2/10/2021,,102052188FFF020,$23.93 ,1
UHC Member Payment,2/10/2021,,1.02E+14,$54.23 ,1
UHC Member Payment,2/10/2021,,10205218AB76020,$367.82 ,1
UHC Member Payment,2/10/2021,,1020421889BA020,$52.08 ,1
UMR,2/10/2021,1659390763,606585139,$32.08 ,1
AARP Supplemental Health Plans insured by UnitedHealthcare,2/10/2021,1366479099,9606606236,$0.00 ,75
UHC Community Plan of CA Dual,2/10/2021,1104016088,2.02E+14,$0.00 ,8
UHIC,2/10/2021,1104016088,2.02E+14,$0.00 ,1
UHC of FL Dual,2/10/2021,1104016088,2.02E+14,$0.00 ,1
UHC Community Plan of CA Inc,2/10/2021,1104016088,2.02E+14,$0.00 ,3
AppleCare Medical Group St Francis,2/10/2021,1366479099,607055003,$0.00 ,216
AppleCare Medical Group,2/10/2021,1366479099,607055134,$0.00 ,1
UnitedHealthcare,2/10/2021,1366479099,1TR76655483,$43.97 ,3
UnitedHealthcare,2/10/2021,1366479099,1TR76655559,$865.33 ,80
UnitedHealthcare,2/10/2021,1366479099,1TR76599308,$50.00 ,1
UnitedHealthcare,2/10/2021,1366479099,1TR76655541,$0.00 ,1
UnitedHealthcare,2/10/2021,1366479099,1TR76655560,"$4,653.21 ",181
UnitedHealthcare,2/10/2021,1366479099,1TR76655538,"$1,339.86 ",63
UnitedHealthcare,2/10/2021,1366479099,1TR76599333,$150.00 ,3
UnitedHealthcare,2/10/2021,1366479099,1TR76599332,$84.80 ,9
UnitedHealthcare,2/10/2021,1366479099,1TR76655469,$175.80 ,13
UnitedHealthcare,2/10/2021,1366479099,1TR76655392,$81.63 ,7
UnitedHealthcare,2/10/2021,1366479099,1TR76599299,$6.13 ,1
UnitedHealthcare,2/10/2021,1366479099,1TR76599303,$435.00 ,6
UnitedHealthcare,2/10/2021,1366479099,1TR76647381,"$2,899.66 ",52
UnitedHealthcare,2/10/2021,1366479099,1TR76655502,$732.13 ,11
UnitedHealthcare,2/10/2021,1366479099,1TR76655493,$344.96 ,14
UnitedHealthcare,2/10/2021,1366479099,1TR76655533,"$2,935.18 ",106
UnitedHealthcare,2/10/2021,1366479099,1TR76655443,$0.00 ,1
UnitedHealthcare,2/10/2021,1366479099,1TR76599305,$0.00 ,1
UnitedHealthcare,2/10/2021,1366479099,1TR76599323,"$1,190.00 ",14
UnitedHealthcare,2/10/2021,1366479099,1TR76655393,$5.55 ,1
UnitedHealthcare,2/10/2021,1366479099,1TR76647362,$0.00 ,2
UnitedHealthcare,2/10/2021,1366479099,1TR76655488,$280.23 ,30
UnitedHealthcare,2/10/2021,1366479099,1TR76599331,$0.00 ,1
UnitedHealthcare,2/10/2021,1366479099,1TR76655486,$10.17 ,8
UnitedHealthcare,2/10/2021,1366479099,1TR76655505,$146.26 ,44
UnitedHealthcare,2/10/2021,1366479099,1TR76647376,$117.28 ,5
UnitedHealthcare,2/10/2021,1366479099,1TR76599325,$150.00 ,2
UnitedHealthcare,2/10/2021,1366479099,1TR76655529,$665.32 ,19
UnitedHealthcare,2/10/2021,1366479099,1TR76647378,$293.08 ,11
UnitedHealthcare,2/10/2021,1366479099,1TR76599319,$250.00 ,5
UnitedHealthcare,2/10/2021,1366479099,1TR76655482,$544.43 ,28
UnitedHealthcare,2/10/2021,1366479099,1TR76655514,$176.35 ,7
UnitedHealthcare,2/10/2021,1366479099,1TR76655547,$695.77 ,66
UnitedHealthcare,2/10/2021,1366479099,1TR76647375,$25.04 ,3
UnitedHealthcare,2/10/2021,1366479099,1TR76577542,$52.81 ,3
UnitedHealthcare,2/10/2021,1366479099,1TR76655532,$21.42 ,7
UnitedHealthcare,2/10/2021,1366479099,1TR76574295,$0.00 ,1
UnitedHealthcare,2/10/2021,1366479099,1TR76621549,$0.00 ,2
UHC Insurance Company of the River Valley,2/10/2021,1366479099,1TR76655470,$59.63 ,11
UnitedHealthcare,2/10/2021,1366479099,1TR76577339,$0.00 ,5
UnitedHealthcare,2/10/2021,1366479099,1TR76599327,$77.16 ,2
UnitedHealthcare,2/10/2021,1366479099,1TR76621548,$8.33 ,1
UnitedHealthcare,2/10/2021,1366479099,1TR76599315,$19.95 ,3
UnitedHealthcare,2/10/2021,1366479099,1TR76647370,$328.04 ,8
UnitedHealthcare,2/10/2021,1366479099,1TR76655477,$58.93 ,3
UnitedHealthcare,2/10/2021,1366479099,1TR76655508,"$2,930.71 ",91
UnitedHealthcare,2/10/2021,1366479099,1TR76599297,$100.00 ,1
UnitedHealthcare,2/10/2021,1366479099,1TR76612040,$186.14 ,5
UnitedHealthcare,2/10/2021,1366479099,1TR76655389,$232.82 ,8
UnitedHealthcare,2/10/2021,1366479099,1TR76599302,$100.00 ,1
UnitedHealthcare,2/10/2021,1366479099,1TR76655523,$605.33 ,44
UnitedHealthcare,2/10/2021,1366479099,1TR76655413,$875.57 ,23
UnitedHealthcare,2/10/2021,1366479099,1TR76655390,$136.06 ,6
UnitedHealthcare,2/10/2021,1366479099,1TR76655532,$21.42 ,7
UnitedHealthcare,2/10/2021,1366479099,1TR76655529,$665.32 ,19
UnitedHealthcare,2/10/2021,1366479099,1TR76599327,$77.16 ,2
UnitedHealthcare,2/10/2021,1366479099,1TR76655502,$732.13 ,11
UnitedHealthcare,2/10/2021,1366479099,1TR76621548,$8.33 ,1
UnitedHealthcare,2/10/2021,1366479099,1TR76655533,"$2,935.18 ",106
UnitedHealthcare,2/10/2021,1366479099,1TR76612039,"$2,961.19 ",52
UnitedHealthcare,2/10/2021,1366479099,1TR76647367,$60.09 ,1
UnitedHealthcare,2/10/2021,1366479099,1TR76574295,$0.00 ,1
UHC Insurance Company of the River Valley,2/10/2021,1366479099,1TR76655470,$59.63 ,11
UnitedHealthcare,2/10/2021,1366479099,1TR76621549,$0.00 ,2
UnitedHealthcare,2/10/2021,1366479099,1TR76610578,$27.48 ,6
UnitedHealthcare,2/10/2021,1366479099,1TR76577339,$0.00 ,5
UnitedHealthcare,2/10/2021,1366479099,1TR76655493,$344.96 ,14
UnitedHealthcare,2/10/2021,1366479099,1TR76577488,$0.00 ,3
UnitedHealthcare Services,2/10/2021,1366479099,1N0000000117863,$0.00 ,1
UnitedHealthcare Services,2/10/2021,1366479099,1N0000000117863,$0.00 ,1
UnitedHealthcare Services,2/10/2021,1366479099,1N0000000117863,$0.00 ,1
UHC GOVERNMENT EMPLOYEES HEALTH ASSOC,2/10/2021,1366479099,606570176,$0.00 ,1
UMR,2/10/2021,1366479099,606570178,$0.00 ,10
UHC NTCA GROUP HEALTH PROGRAM,2/10/2021,1366479099,606570174,$0.00 ,2
UMR USNAS,2/10/2021,1366479099,606569571,$0.00 ,9
AARP Supplemental Health Plans insured by UnitedHealthcare,2/10/2021,1366479099,9606606236,$0.00 ,75
UHC Community Plan of AZ Acute DD,2/10/2021,1104016088,2.02E+14,$0.00 ,3
UHC Community Plan of CA Inc,2/10/2021,1104016088,2.02E+14,$0.00 ,3
AppleCare Medical Group St Francis,2/10/2021,1366479099,607055003,$0.00 ,216
AppleCare Medical Group,2/10/2021,1366479099,607055134,$0.00 ,1
Golden Rule,2/10/2021,1366479099,1G02042105597,$0.00 ,1
UnitedHealthcare,2/10/2021,1366479099,1TR76655412,$0.00 ,2
UnitedHealthcare,2/10/2021,1366479099,1TR76647364,$0.00 ,1
UnitedHealthcare,2/10/2021,1366479099,1TR76655494,"$8,104.34 ",158
UnitedHealthcare,2/10/2021,1366479099,1TR76647372,$9.55 ,7
UnitedHealthcare,2/10/2021,1366479099,1TR76570149,$18.89 ,1
UnitedHealthcare,2/10/2021,1366479099,1TR76655398,$446.45 ,17
UnitedHealthcare,2/10/2021,1366479099,1TR76655537,$0.00 ,8
UnitedHealthcare,2/10/2021,1366479099,1TR76599329,$0.00 ,5
UnitedHealthcare,2/10/2021,1366479099,1TR76655554,$959.14 ,50
UnitedHealthcare,2/10/2021,1366479099,1TR76599313,$50.00 ,6
UnitedHealthcare,2/10/2021,1366479099,1TR76599310,$85.09 ,4
UnitedHealthcare,2/10/2021,1366479099,1TR76655481,$129.34 ,5
UnitedHealthcare,2/10/2021,1619913449,1TR76632431,$0.00 ,5
UnitedHealthcare,2/10/2021,1366479099,1TR76655542,$300.00 ,5
UnitedHealthcare,2/10/2021,1366479099,1TR76599322,$82.99 ,3
UnitedHealthcare,2/10/2021,1366479099,1TR76599309,$50.00 ,1
UnitedHealthcare,2/10/2021,1659390763,1TR76642212,$0.00 ,1
UnitedHealthcare,2/10/2021,1245396605,1TR76628884,$0.00 ,3
UnitedHealthcare,2/10/2021,1366479099,1TR76599296,$100.00 ,1
UnitedHealthcare,2/10/2021,1366479099,1TR76655453,$924.65 ,37
UnitedHealthcare,2/10/2021,1366479099,1TR76655545,$77.59 ,7
UnitedHealthcare,2/10/2021,1366479099,1TR76621545,"$1,295.29 ",28
UnitedHealthcare,2/10/2021,1366479099,1TR76655557,$49.35 ,3
UnitedHealthcare,2/10/2021,1366479099,1TR76599319,$250.00 ,5
UnitedHealthcare,2/10/2021,1366479099,1TR76655514,$176.35 ,7
UnitedHealthcare,2/10/2021,1366479099,1TR76655517,$147.56 ,10
UnitedHealthcare,2/10/2021,1366479099,1TR76655503,$31.83 ,1
UnitedHealthcare,2/10/2021,1366479099,1TR76655432,$10.17 ,5
UnitedHealthcare,2/10/2021,1366479099,1TR76655556,"$1,282.47 ",227
UnitedHealthcare,2/10/2021,1366479099,1TR76655489,$246.86 ,3
UnitedHealthcare,2/10/2021,1366479099,1TR76655425,$585.25 ,17
UnitedHealthcare,2/10/2021,1366479099,1TR76655397,"$1,963.43 ",27
UnitedHealthcare,2/10/2021,1366479099,1TR76577429,$4.86 ,3
UnitedHealthcare,2/10/2021,1366479099,1TR76655544,"$7,508.07 ",279
UnitedHealthcare,2/10/2021,1366479099,1TR76655512,$975.91 ,33
Medica,2/10/2021,1366479099,1QI01122072,$57.22 ,3
UnitedHealthcare,2/10/2021,1366479099,1TR76599300,$108.60 ,2
UnitedHealthcare,2/10/2021,1366479099,1TR76621946,$309.67 ,13
UnitedHealthcare,2/10/2021,1366479099,1TR76599306,$200.00 ,4
UnitedHealthcare,2/10/2021,1366479099,1TR76599317,$322.57 ,10
UnitedHealthcare,2/10/2021,1366479099,1TR76655547,$695.77 ,66
UnitedHealthcare,2/10/2021,1366479099,1TR76647375,$25.04 ,3
UnitedHealthcare,2/10/2021,1366479099,1TR76577542,$52.81 ,3
UnitedHealthcare,2/10/2021,1366479099,1TR76647381,"$2,899.66 ",52
UnitedHealthcare,2/10/2021,1366479099,1TR76599325,$150.00 ,2
UnitedHealthcare,2/10/2021,1366479099,1TR76647378,$293.08 ,11
UnitedHealthcare,2/10/2021,1366479099,1TR76655443,$0.00 ,1
UnitedHealthcare,2/10/2021,1366479099,1TR76599305,$0.00 ,1
UnitedHealthcare,2/10/2021,1366479099,1TR76599315,$19.95 ,3
UnitedHealthcare,2/10/2021,1366479099,1TR76664836,"$395,050.92 ",11884
UnitedHealthcare,2/10/2021,1366479099,1TR76655391,$0.00 ,4
UnitedHealthcare,2/10/2021,1366479099,1TR76647363,$22.39 ,1
UnitedHealthcare,2/10/2021,1366479099,1TR76599318,$50.00 ,1
UnitedHealthcare,2/10/2021,1366479099,1TR76599323,"$1,190.00 ",14
UnitedHealthcare,2/10/2021,1366479099,1TR76655507,"$5,993.57 ",224
UnitedHealthcare,2/10/2021,1366479099,1TR76592020,$116.79 ,8
UnitedHealthcare,2/10/2021,1366479099,1TR76599331,$0.00 ,1
UnitedHealthcare,2/10/2021,1366479099,1TR76647373,$443.58 ,12
UnitedHealthcare,2/10/2021,1366479099,1TR76599298,$100.00 ,1
UnitedHealthcare,2/10/2021,1366479099,1TR76599316,$155.64 ,6
UnitedHealthcare,2/10/2021,1366479099,1TR76599308,$50.00 ,1
UnitedHealthcare,2/10/2021,1366479099,1TR76599334,$236.88 ,5
UnitedHealthcare,2/10/2021,1366479099,1TR76655541,$0.00 ,1
UnitedHealthcare,2/10/2021,1366479099,1TR76655439,$724.39 ,15
UHIC,2/10/2021,1104016088,2.02E+14,$0.00 ,1
UHC Community Plan of CA Dual,2/10/2021,1104016088,2.02E+14,$0.00 ,8
UHC of Louisiana Inc,2/10/2021,1104016088,2.02E+14,$0.00 ,1
UHC of FL Dual,2/10/2021,1104016088,2.02E+14,$0.00 ,1
Oxford Health Insurance Inc,2/10/2021,1366479099,12151861,$80.86 ,5
UHC GOVERNMENT EMPLOYEES HEALTH ASSOC,2/10/2021,1366479099,606570175,$172.54 ,2
UMR NEXSTAR BROADCASTING INC,2/10/2021,1366479099,606570170,$217.97 ,11
AppleCare Medical Group St Francis,2/10/2021,1366479099,607055004,"$8,034.17 ",85
COVID19 HRSA Uninsured Treatment Fund,2/10/2021,1366479099,606823129,"$1,152,507.88 ",12115
UHC Member Payment,2/10/2021,,102042187FDB020,$53.39 ,1
UHC Member Payment,2/10/2021,,1.02E+14,$90.53 ,1
UHC Member Payment,2/10/2021,,10205218AB6A020,$52.99 ,1
UHC Member Payment,2/10/2021,,10205218A9B1020,$44.43 ,1
UHC Member Payment,2/10/2021,,102052188FFF020,$23.93 ,1
UHC Member Payment,2/10/2021,,1.02E+14,$54.23 ,1
UHC Member Payment,2/10/2021,,10205218AB76020,$367.82 ,1
UHC Member Payment,2/10/2021,,1020421889BA020,$52.08 ,1
UHC Member Payment,2/10/2021,,102042188F95020,$50.08 ,1
UHC Member Payment,2/10/2021,,10205218A9B5020,$69.74 ,1
UHC Member Payment,2/10/2021,,1.02E+14,$18.70 ,1
UHC Member Payment,2/10/2021,,102042188E0D020,$29.07 ,1
UHC Member Payment,2/10/2021,,10205218AB65020,$41.98 ,1
UHC Member Payment,2/10/2021,,102042188E08020,$6.16 ,1
UHC Benefits Plan of CA,2/9/2021,1366479099,1SW10331136,"$1,801.21 ",16
UnitedHealthcare,2/9/2021,1366479099,1TR76559971,"$2,605.40 ",19
UHC Insurance Company of the River Valley,2/9/2021,1366479099,1TR76536717,$100.00 ,1
UnitedHealthcare Services,2/9/2021,1366479099,1N0000000117606,$0.00 ,1
UnitedHealthcare Services,2/9/2021,1366479099,1N0000000117606,$0.00 ,1
UnitedHealthcare Services,2/9/2021,1366479099,1N0000000117606,$0.00 ,1
UnitedHealthcare Services,2/9/2021,1366479099,1N0000000117606,$0.00 ,1
UMR,2/9/2021,1366479099,606310389,$0.00 ,2
UHC HARVARD PILGRIM,2/9/2021,1366479099,606311134,$0.00 ,6
UMR USNAS,2/9/2021,1366479099,606311136,$0.00 ,3
UHC HARVARD PILGRIM HPHC INSURANCE CO,2/9/2021,1366479099,606310385,$0.00 ,3
UHC GOVERNMENT EMPLOYEES HEALTH ASSOC,2/9/2021,1366479099,606310387,$0.00 ,1
UnitedHealthcare,2/9/2021,1366479099,1TR76470919,$0.00 ,3
AppleCare Medical Group St Francis,2/9/2021,1366479099,606599402,$0.00 ,6
AppleCare Medical Group,2/9/2021,1366479099,606599387,$0.00 ,1
AARP Supplemental Health Plans insured by UnitedHealthcare,2/9/2021,1659390763,9606289315,$254.81 ,5
Golden Rule,2/9/2021,1366479099,1G02032104277,$75.20 ,4
UMR AIR METHODS,2/9/2021,1366479099,606311131,$3.04 ,2
UnitedHealthcare,2/9/2021,1366479099,606311135,$14.40 ,1
UMR,2/9/2021,1366479099,606310388,"$3,860.22 ",92
UMR ELLSWORTH CORPORATION,2/9/2021,1366479099,606311132,$2.26 ,1
UMR HIS COMPANY INC DBA HISCO,2/9/2021,1366479099,606310382,$35.95 ,1
UHC GOVERNMENT EMPLOYEES HEALTH ASSOC,2/9/2021,1366479099,606310386,$81.38 ,4
UMR MEDICAL TRANSPORTATION MANAGEMENT INC,2/9/2021,1366479099,606310381,$3.38 ,1
UnitedHealthcare Services,2/9/2021,1366479099,1E0000000079525,$50.08 ,1
UnitedHealthcare Services,2/9/2021,1366479099,1E0000000079525,$55.12 ,1
UMR ZS ASSOCIATES INC,2/9/2021,1366479099,606310383,$166.80 ,1
UHC HARVARD PILGRIM,2/9/2021,1366479099,606311133,$161.90 ,5
UHC HARVARD PILGRIM HPHC INSURANCE CO,2/9/2021,1366479099,606310384,$980.96 ,16
Oxford Health Plans LLC,2/9/2021,1366479099,12141634,$89.58 ,1
Oxford Health Insurance Inc,2/9/2021,1366479099,12144196,$0.00 ,1
Oxford Health Plans CT Inc,2/9/2021,1366479099,12142654,$0.00 ,1
AARP Supplemental Health Plans insured by UnitedHealthcare,2/9/2021,1366479099,9606289316,$0.00 ,3
UHC Member Payment,2/9/2021,,102042186A10020,$25.07 ,1
UHC Member Payment,2/9/2021,,102042186A24020,$5.55 ,1
UHC Member Payment,2/9/2021,,102042185C87020,$59.04 ,1
UHC Member Payment,2/9/2021,,102042186A21020,$25.10 ,1
UHC Member Payment,2/9/2021,,102042185C8A020,$6.43 ,1
UHC Member Payment,2/9/2021,,102042185C85020,$9.45 ,1
UHC Member Payment,2/9/2021,,1020421873BA020,$3.22 ,1
UHC Member Payment,2/9/2021,,1.02E+14,$161.76 ,1
UHC Member Payment,2/9/2021,,1020421873E9020,$25.07 ,1
UHC Member Payment,2/9/2021,,10204218777B020,$11.58 ,1
UHC Member Payment,2/9/2021,,1020421873AD020,$5.55 ,1
UHC Member Payment,2/9/2021,,1020421873BF020,$7.82 ,1
UnitedHealthcare,2/9/2021,1366479099,1606399151,"$2,340.48 ",89
